date	inst	party	value
2003-09-09	Forsa	spd	30.0
2003-09-05	Infratestdimap	gru	10.0
2003-09-05	Infratestdimap	cdu	46.0
2003-09-05	Infratestdimap	afd	
2003-09-05	Infratestdimap	lin	4.0
2003-09-05	Infratestdimap	son	5.0
2003-09-05	Infratestdimap	fdp	6.0
2003-09-05	Infratestdimap	rep	
2003-09-05	Infratestdimap	pir	
2003-09-05	Infratestdimap	spd	29.0
2003-09-04	Emnid	gru	11.0
2003-09-04	Emnid	cdu	44.0
2003-09-04	Emnid	afd	
2003-09-04	Emnid	lin	5.0
2003-09-04	Emnid	son	3.0
2003-09-04	Emnid	fdp	6.0
2003-09-04	Emnid	rep	
2003-09-04	Emnid	pir	
2003-09-04	Emnid	spd	31.0
2003-09-02	Forsa	gru	11.0
2003-09-02	Forsa	cdu	44.0
2003-09-02	Forsa	afd	
2003-09-02	Forsa	lin	4.0
2003-09-02	Forsa	son	4.0
2003-09-02	Forsa	fdp	7.0
2003-09-02	Forsa	rep	
2003-09-02	Forsa	pir	
2003-09-02	Forsa	spd	30.0
2003-08-29	Infratestdimap	gru	10.0
2003-08-29	Infratestdimap	cdu	46.0
2003-08-29	Infratestdimap	afd	
2003-08-29	Infratestdimap	lin	4.0
2003-08-29	Infratestdimap	son	4.0
2003-08-29	Infratestdimap	fdp	6.0
2003-08-29	Infratestdimap	rep	
2003-08-29	Infratestdimap	pir	
2003-08-29	Infratestdimap	spd	30.0
2003-08-28	Emnid	gru	11.0
2003-08-28	Emnid	cdu	45.0
2003-08-28	Emnid	afd	
2003-08-28	Emnid	lin	4.0
2003-08-28	Emnid	son	3.0
2003-08-28	Emnid	fdp	7.0
2003-08-28	Emnid	rep	
2003-08-28	Emnid	pir	
2003-08-28	Emnid	spd	30.0
2003-08-27	GMS	gru	11.3
2003-08-27	GMS	cdu	47.2
2003-08-27	GMS	afd	
2003-08-27	GMS	lin	2.6
2003-08-27	GMS	son	3.3
2003-08-27	GMS	fdp	7.9
2003-08-27	GMS	rep	
2003-08-27	GMS	pir	
2003-08-27	GMS	spd	27.7
2003-08-26	Forsa	gru	11.0
2003-08-26	Forsa	cdu	44.0
2003-08-26	Forsa	afd	
2003-08-26	Forsa	lin	4.0
2003-08-26	Forsa	son	4.0
2003-08-26	Forsa	fdp	7.0
2003-08-26	Forsa	rep	
2003-08-26	Forsa	pir	
2003-08-26	Forsa	spd	30.0
2003-08-22	Infratestdimap	gru	10.0
2003-08-22	Infratestdimap	cdu	46.0
2003-08-22	Infratestdimap	afd	
2003-08-22	Infratestdimap	lin	4.0
2003-08-22	Infratestdimap	son	3.0
2003-08-22	Infratestdimap	fdp	7.0
2003-08-22	Infratestdimap	rep	
2003-08-22	Infratestdimap	pir	
2003-08-22	Infratestdimap	spd	30.0
2003-08-22	FGW	gru	12.0
2003-08-22	FGW	cdu	48.0
2003-08-22	FGW	afd	
2003-08-22	FGW	lin	3.0
2003-08-22	FGW	son	
2003-08-22	FGW	fdp	6.0
2003-08-22	FGW	rep	
2003-08-22	FGW	pir	
2003-08-22	FGW	spd	28.0
2003-08-21	Emnid	gru	10.0
2003-08-21	Emnid	cdu	44.0
2003-08-21	Emnid	afd	
2003-08-21	Emnid	lin	4.0
2003-08-21	Emnid	son	4.0
2003-08-21	Emnid	fdp	7.0
2003-08-21	Emnid	rep	
2003-08-21	Emnid	pir	
2003-08-21	Emnid	spd	31.0
2003-08-20	Allensbach	gru	9.9
2003-08-20	Allensbach	cdu	43.7
2003-08-20	Allensbach	afd	
2003-08-20	Allensbach	lin	4.3
2003-08-20	Allensbach	son	3.5
2003-08-20	Allensbach	fdp	7.6
2003-08-20	Allensbach	rep	
2003-08-20	Allensbach	pir	
2003-08-20	Allensbach	spd	31.0
2003-08-19	Forsa	gru	11.0
2003-08-19	Forsa	cdu	43.0
2003-08-19	Forsa	afd	
2003-08-19	Forsa	lin	4.0
2003-08-19	Forsa	son	4.0
2003-08-19	Forsa	fdp	8.0
2003-08-19	Forsa	rep	
2003-08-19	Forsa	pir	
2003-08-19	Forsa	spd	30.0
2003-08-15	Infratestdimap	gru	10.0
2003-08-15	Infratestdimap	cdu	45.0
2003-08-15	Infratestdimap	afd	
2003-08-15	Infratestdimap	lin	3.0
2003-08-15	Infratestdimap	son	4.0
2003-08-15	Infratestdimap	fdp	8.0
2003-08-15	Infratestdimap	rep	
2003-08-15	Infratestdimap	pir	
2003-08-15	Infratestdimap	spd	30.0
2003-08-14	Emnid	gru	10.0
2003-08-14	Emnid	cdu	45.0
2003-08-14	Emnid	afd	
2003-08-14	Emnid	lin	5.0
2003-08-14	Emnid	son	2.0
2003-08-14	Emnid	fdp	6.0
2003-08-14	Emnid	rep	
2003-08-14	Emnid	pir	
2003-08-14	Emnid	spd	32.0
2003-08-12	Forsa	gru	11.0
2003-08-12	Forsa	cdu	45.0
2003-08-12	Forsa	afd	
2003-08-12	Forsa	lin	4.0
2003-08-12	Forsa	son	3.0
2003-08-12	Forsa	fdp	7.0
2003-08-12	Forsa	rep	
2003-08-12	Forsa	pir	
2003-08-12	Forsa	spd	30.0
2003-08-08	Infratestdimap	gru	10.0
2003-08-08	Infratestdimap	cdu	46.0
2003-08-08	Infratestdimap	afd	
2003-08-08	Infratestdimap	lin	4.0
2003-08-08	Infratestdimap	son	3.0
2003-08-08	Infratestdimap	fdp	7.0
2003-08-08	Infratestdimap	rep	
2003-08-08	Infratestdimap	pir	
2003-08-08	Infratestdimap	spd	30.0
2003-08-07	Emnid	gru	10.0
2003-08-07	Emnid	cdu	44.0
2003-08-07	Emnid	afd	
2003-08-07	Emnid	lin	5.0
2003-08-07	Emnid	son	3.0
2003-08-07	Emnid	fdp	7.0
2003-08-07	Emnid	rep	
2003-08-07	Emnid	pir	
2003-08-07	Emnid	spd	31.0
2003-08-05	Forsa	gru	10.0
2003-08-05	Forsa	cdu	46.0
2003-08-05	Forsa	afd	
2003-08-05	Forsa	lin	4.0
2003-08-05	Forsa	son	3.0
2003-08-05	Forsa	fdp	6.0
2003-08-05	Forsa	rep	
2003-08-05	Forsa	pir	
2003-08-05	Forsa	spd	31.0
2003-08-01	Infratestdimap	gru	9.0
2003-08-01	Infratestdimap	cdu	46.0
2003-08-01	Infratestdimap	afd	
2003-08-01	Infratestdimap	lin	4.0
2003-08-01	Infratestdimap	son	4.0
2003-08-01	Infratestdimap	fdp	6.0
2003-08-01	Infratestdimap	rep	
2003-08-01	Infratestdimap	pir	
2003-08-01	Infratestdimap	spd	31.0
2003-07-31	Emnid	gru	11.0
2003-07-31	Emnid	cdu	45.0
2003-07-31	Emnid	afd	
2003-07-31	Emnid	lin	4.0
2003-07-31	Emnid	son	2.0
2003-07-31	Emnid	fdp	7.0
2003-07-31	Emnid	rep	
2003-07-31	Emnid	pir	
2003-07-31	Emnid	spd	31.0
2003-07-29	Forsa	gru	11.0
2003-07-29	Forsa	cdu	45.0
2003-07-29	Forsa	afd	
2003-07-29	Forsa	lin	3.0
2003-07-29	Forsa	son	3.0
2003-07-29	Forsa	fdp	7.0
2003-07-29	Forsa	rep	
2003-07-29	Forsa	pir	
2003-07-29	Forsa	spd	31.0
2003-07-25	Infratestdimap	gru	10.0
2003-07-25	Infratestdimap	cdu	45.0
2003-07-25	Infratestdimap	afd	
2003-07-25	Infratestdimap	lin	4.0
2003-07-25	Infratestdimap	son	3.0
2003-07-25	Infratestdimap	fdp	7.0
2003-07-25	Infratestdimap	rep	
2003-07-25	Infratestdimap	pir	
2003-07-25	Infratestdimap	spd	31.0
2003-07-24	Emnid	gru	10.0
2003-07-24	Emnid	cdu	45.0
2003-07-24	Emnid	afd	
2003-07-24	Emnid	lin	4.0
2003-07-24	Emnid	son	3.0
2003-07-24	Emnid	fdp	6.0
2003-07-24	Emnid	rep	
2003-07-24	Emnid	pir	
2003-07-24	Emnid	spd	32.0
2003-07-23	Allensbach	gru	10.0
2003-07-23	Allensbach	cdu	42.9
2003-07-23	Allensbach	afd	
2003-07-23	Allensbach	lin	4.4
2003-07-23	Allensbach	son	4.3
2003-07-23	Allensbach	fdp	7.8
2003-07-23	Allensbach	rep	
2003-07-23	Allensbach	pir	
2003-07-23	Allensbach	spd	30.6
2003-07-23	GMS	gru	10.9
2003-07-23	GMS	cdu	47.0
2003-07-23	GMS	afd	
2003-07-23	GMS	lin	2.4
2003-07-23	GMS	son	3.0
2003-07-23	GMS	fdp	7.9
2003-07-23	GMS	rep	
2003-07-23	GMS	pir	
2003-07-23	GMS	spd	28.8
2003-07-22	Forsa	gru	10.0
2003-07-22	Forsa	cdu	44.0
2003-07-22	Forsa	afd	
2003-07-22	Forsa	lin	4.0
2003-07-22	Forsa	son	3.0
2003-07-22	Forsa	fdp	7.0
2003-07-22	Forsa	rep	
2003-07-22	Forsa	pir	
2003-07-22	Forsa	spd	32.0
2003-07-18	Infratestdimap	gru	10.0
2003-07-18	Infratestdimap	cdu	46.0
2003-07-18	Infratestdimap	afd	
2003-07-18	Infratestdimap	lin	4.0
2003-07-18	Infratestdimap	son	3.0
2003-07-18	Infratestdimap	fdp	6.0
2003-07-18	Infratestdimap	rep	
2003-07-18	Infratestdimap	pir	
2003-07-18	Infratestdimap	spd	31.0
2003-07-18	FGW	gru	9.0
2003-07-18	FGW	cdu	49.0
2003-07-18	FGW	afd	
2003-07-18	FGW	lin	3.0
2003-07-18	FGW	son	
2003-07-18	FGW	fdp	5.0
2003-07-18	FGW	rep	
2003-07-18	FGW	pir	
2003-07-18	FGW	spd	31.0
2003-07-17	Emnid	gru	10.0
2003-07-17	Emnid	cdu	44.0
2003-07-17	Emnid	afd	
2003-07-17	Emnid	lin	4.0
2003-07-17	Emnid	son	3.0
2003-07-17	Emnid	fdp	7.0
2003-07-17	Emnid	rep	
2003-07-17	Emnid	pir	
2003-07-17	Emnid	spd	32.0
2003-07-15	Forsa	gru	11.0
2003-07-15	Forsa	cdu	45.0
2003-07-15	Forsa	afd	
2003-07-15	Forsa	lin	3.0
2003-07-15	Forsa	son	3.0
2003-07-15	Forsa	fdp	6.0
2003-07-15	Forsa	rep	
2003-07-15	Forsa	pir	
2003-07-15	Forsa	spd	32.0
2003-07-11	Infratestdimap	gru	9.0
2003-07-11	Infratestdimap	cdu	46.0
2003-07-11	Infratestdimap	afd	
2003-07-11	Infratestdimap	lin	4.0
2003-07-11	Infratestdimap	son	3.0
2003-07-11	Infratestdimap	fdp	6.0
2003-07-11	Infratestdimap	rep	
2003-07-11	Infratestdimap	pir	
2003-07-11	Infratestdimap	spd	32.0
2003-07-10	Emnid	gru	11.0
2003-07-10	Emnid	cdu	45.0
2003-07-10	Emnid	afd	
2003-07-10	Emnid	lin	4.0
2003-07-10	Emnid	son	3.0
2003-07-10	Emnid	fdp	6.0
2003-07-10	Emnid	rep	
2003-07-10	Emnid	pir	
2003-07-10	Emnid	spd	31.0
2003-07-08	Forsa	gru	10.0
2003-07-08	Forsa	cdu	44.0
2003-07-08	Forsa	afd	
2003-07-08	Forsa	lin	4.0
2003-07-08	Forsa	son	3.0
2003-07-08	Forsa	fdp	7.0
2003-07-08	Forsa	rep	
2003-07-08	Forsa	pir	
2003-07-08	Forsa	spd	32.0
2003-07-04	Infratestdimap	gru	10.0
2003-07-04	Infratestdimap	cdu	47.0
2003-07-04	Infratestdimap	afd	
2003-07-04	Infratestdimap	lin	4.0
2003-07-04	Infratestdimap	son	2.0
2003-07-04	Infratestdimap	fdp	7.0
2003-07-04	Infratestdimap	rep	
2003-07-04	Infratestdimap	pir	
2003-07-04	Infratestdimap	spd	30.0
2003-07-03	Emnid	gru	10.0
2003-07-03	Emnid	cdu	46.0
2003-07-03	Emnid	afd	
2003-07-03	Emnid	lin	4.0
2003-07-03	Emnid	son	4.0
2003-07-03	Emnid	fdp	6.0
2003-07-03	Emnid	rep	
2003-07-03	Emnid	pir	
2003-07-03	Emnid	spd	30.0
2003-07-02	Forsa	gru	10.0
2003-07-02	Forsa	cdu	45.0
2003-07-02	Forsa	afd	
2003-07-02	Forsa	lin	4.0
2003-07-02	Forsa	son	3.0
2003-07-02	Forsa	fdp	6.0
2003-07-02	Forsa	rep	
2003-07-02	Forsa	pir	
2003-07-02	Forsa	spd	32.0
2003-06-27	Infratestdimap	gru	10.0
2003-06-27	Infratestdimap	cdu	47.0
2003-06-27	Infratestdimap	afd	
2003-06-27	Infratestdimap	lin	4.0
2003-06-27	Infratestdimap	son	3.0
2003-06-27	Infratestdimap	fdp	6.0
2003-06-27	Infratestdimap	rep	
2003-06-27	Infratestdimap	pir	
2003-06-27	Infratestdimap	spd	30.0
2003-06-27	FGW	gru	10.0
2003-06-27	FGW	cdu	55.0
2003-06-27	FGW	afd	
2003-06-27	FGW	lin	3.0
2003-06-27	FGW	son	
2003-06-27	FGW	fdp	5.0
2003-06-27	FGW	rep	
2003-06-27	FGW	pir	
2003-06-27	FGW	spd	24.0
2003-06-26	Emnid	gru	11.0
2003-06-26	Emnid	cdu	45.0
2003-06-26	Emnid	afd	
2003-06-26	Emnid	lin	4.0
2003-06-26	Emnid	son	4.0
2003-06-26	Emnid	fdp	7.0
2003-06-26	Emnid	rep	
2003-06-26	Emnid	pir	
2003-06-26	Emnid	spd	29.0
2003-06-24	Forsa	gru	12.0
2003-06-24	Forsa	cdu	45.0
2003-06-24	Forsa	afd	
2003-06-24	Forsa	lin	3.0
2003-06-24	Forsa	son	3.0
2003-06-24	Forsa	fdp	6.0
2003-06-24	Forsa	rep	
2003-06-24	Forsa	pir	
2003-06-24	Forsa	spd	31.0
2003-06-20	Infratestdimap	gru	9.0
2003-06-20	Infratestdimap	cdu	48.0
2003-06-20	Infratestdimap	afd	
2003-06-20	Infratestdimap	lin	4.0
2003-06-20	Infratestdimap	son	3.0
2003-06-20	Infratestdimap	fdp	6.0
2003-06-20	Infratestdimap	rep	
2003-06-20	Infratestdimap	pir	
2003-06-20	Infratestdimap	spd	30.0
2003-06-19	Emnid	gru	10.0
2003-06-19	Emnid	cdu	46.0
2003-06-19	Emnid	afd	
2003-06-19	Emnid	lin	4.0
2003-06-19	Emnid	son	4.0
2003-06-19	Emnid	fdp	6.0
2003-06-19	Emnid	rep	
2003-06-19	Emnid	pir	
2003-06-19	Emnid	spd	30.0
2003-06-19	GMS	gru	11.2
2003-06-19	GMS	cdu	48.1
2003-06-19	GMS	afd	
2003-06-19	GMS	lin	2.3
2003-06-19	GMS	son	2.2
2003-06-19	GMS	fdp	8.1
2003-06-19	GMS	rep	
2003-06-19	GMS	pir	
2003-06-19	GMS	spd	28.1
2003-06-18	Allensbach	gru	10.7
2003-06-18	Allensbach	cdu	43.1
2003-06-18	Allensbach	afd	
2003-06-18	Allensbach	lin	4.0
2003-06-18	Allensbach	son	4.5
2003-06-18	Allensbach	fdp	7.8
2003-06-18	Allensbach	rep	
2003-06-18	Allensbach	pir	
2003-06-18	Allensbach	spd	29.9
2003-06-17	Forsa	gru	12.0
2003-06-17	Forsa	cdu	46.0
2003-06-17	Forsa	afd	
2003-06-17	Forsa	lin	3.0
2003-06-17	Forsa	son	3.0
2003-06-17	Forsa	fdp	6.0
2003-06-17	Forsa	rep	
2003-06-17	Forsa	pir	
2003-06-17	Forsa	spd	30.0
2003-06-13	Infratestdimap	gru	10.0
2003-06-13	Infratestdimap	cdu	47.0
2003-06-13	Infratestdimap	afd	
2003-06-13	Infratestdimap	lin	4.0
2003-06-13	Infratestdimap	son	3.0
2003-06-13	Infratestdimap	fdp	7.0
2003-06-13	Infratestdimap	rep	
2003-06-13	Infratestdimap	pir	
2003-06-13	Infratestdimap	spd	29.0
2003-06-12	Emnid	gru	10.0
2003-06-12	Emnid	cdu	46.0
2003-06-12	Emnid	afd	
2003-06-12	Emnid	lin	4.0
2003-06-12	Emnid	son	3.0
2003-06-12	Emnid	fdp	7.0
2003-06-12	Emnid	rep	
2003-06-12	Emnid	pir	
2003-06-12	Emnid	spd	30.0
2003-06-10	Forsa	gru	11.0
2003-06-10	Forsa	cdu	45.0
2003-06-10	Forsa	afd	
2003-06-10	Forsa	lin	4.0
2003-06-10	Forsa	son	3.0
2003-06-10	Forsa	fdp	7.0
2003-06-10	Forsa	rep	
2003-06-10	Forsa	pir	
2003-06-10	Forsa	spd	30.0
2003-06-06	Infratestdimap	gru	10.0
2003-06-06	Infratestdimap	cdu	47.0
2003-06-06	Infratestdimap	afd	
2003-06-06	Infratestdimap	lin	4.0
2003-06-06	Infratestdimap	son	3.0
2003-06-06	Infratestdimap	fdp	7.0
2003-06-06	Infratestdimap	rep	
2003-06-06	Infratestdimap	pir	
2003-06-06	Infratestdimap	spd	29.0
2003-06-06	FGW	gru	10.0
2003-06-06	FGW	cdu	51.0
2003-06-06	FGW	afd	
2003-06-06	FGW	lin	3.0
2003-06-06	FGW	son	
2003-06-06	FGW	fdp	6.0
2003-06-06	FGW	rep	
2003-06-06	FGW	pir	
2003-06-06	FGW	spd	28.0
2003-06-05	Emnid	gru	10.0
2003-06-05	Emnid	cdu	48.0
2003-06-05	Emnid	afd	
2003-06-05	Emnid	lin	4.0
2003-06-05	Emnid	son	4.0
2003-06-05	Emnid	fdp	7.0
2003-06-05	Emnid	rep	
2003-06-05	Emnid	pir	
2003-06-05	Emnid	spd	27.0
2003-06-03	Forsa	gru	10.0
2003-06-03	Forsa	cdu	45.0
2003-06-03	Forsa	afd	
2003-06-03	Forsa	lin	4.0
2003-06-03	Forsa	son	3.0
2003-06-03	Forsa	fdp	8.0
2003-06-03	Forsa	rep	
2003-06-03	Forsa	pir	
2003-06-03	Forsa	spd	30.0
2003-05-30	Infratestdimap	gru	11.0
2003-05-30	Infratestdimap	cdu	46.0
2003-05-30	Infratestdimap	afd	
2003-05-30	Infratestdimap	lin	4.0
2003-05-30	Infratestdimap	son	2.0
2003-05-30	Infratestdimap	fdp	7.0
2003-05-30	Infratestdimap	rep	
2003-05-30	Infratestdimap	pir	
2003-05-30	Infratestdimap	spd	30.0
2003-05-29	Emnid	gru	11.0
2003-05-29	Emnid	cdu	47.0
2003-05-29	Emnid	afd	
2003-05-29	Emnid	lin	4.0
2003-05-29	Emnid	son	3.0
2003-05-29	Emnid	fdp	8.0
2003-05-29	Emnid	rep	
2003-05-29	Emnid	pir	
2003-05-29	Emnid	spd	27.0
2003-05-27	Forsa	gru	12.0
2003-05-27	Forsa	cdu	49.0
2003-05-27	Forsa	afd	
2003-05-27	Forsa	lin	4.0
2003-05-27	Forsa	son	3.0
2003-05-27	Forsa	fdp	7.0
2003-05-27	Forsa	rep	
2003-05-27	Forsa	pir	
2003-05-27	Forsa	spd	25.0
2003-05-23	Infratestdimap	gru	10.0
2003-05-23	Infratestdimap	cdu	47.0
2003-05-23	Infratestdimap	afd	
2003-05-23	Infratestdimap	lin	4.0
2003-05-23	Infratestdimap	son	3.0
2003-05-23	Infratestdimap	fdp	8.0
2003-05-23	Infratestdimap	rep	
2003-05-23	Infratestdimap	pir	
2003-05-23	Infratestdimap	spd	28.0
2003-05-22	Emnid	gru	11.0
2003-05-22	Emnid	cdu	49.0
2003-05-22	Emnid	afd	
2003-05-22	Emnid	lin	5.0
2003-05-22	Emnid	son	3.0
2003-05-22	Emnid	fdp	6.0
2003-05-22	Emnid	rep	
2003-05-22	Emnid	pir	
2003-05-22	Emnid	spd	26.0
2003-05-22	GMS	gru	12.1
2003-05-22	GMS	cdu	48.8
2003-05-22	GMS	afd	
2003-05-22	GMS	lin	2.4
2003-05-22	GMS	son	3.1
2003-05-22	GMS	fdp	7.5
2003-05-22	GMS	rep	
2003-05-22	GMS	pir	
2003-05-22	GMS	spd	26.1
2003-05-20	Forsa	gru	12.0
2003-05-20	Forsa	cdu	48.0
2003-05-20	Forsa	afd	
2003-05-20	Forsa	lin	4.0
2003-05-20	Forsa	son	3.0
2003-05-20	Forsa	fdp	7.0
2003-05-20	Forsa	rep	
2003-05-20	Forsa	pir	
2003-05-20	Forsa	spd	26.0
2003-05-16	Infratestdimap	gru	10.0
2003-05-16	Infratestdimap	cdu	48.0
2003-05-16	Infratestdimap	afd	
2003-05-16	Infratestdimap	lin	4.0
2003-05-16	Infratestdimap	son	3.0
2003-05-16	Infratestdimap	fdp	8.0
2003-05-16	Infratestdimap	rep	
2003-05-16	Infratestdimap	pir	
2003-05-16	Infratestdimap	spd	27.0
2003-05-16	FGW	gru	10.0
2003-05-16	FGW	cdu	52.0
2003-05-16	FGW	afd	
2003-05-16	FGW	lin	3.0
2003-05-16	FGW	son	
2003-05-16	FGW	fdp	6.0
2003-05-16	FGW	rep	
2003-05-16	FGW	pir	
2003-05-16	FGW	spd	27.0
2003-05-15	Emnid	gru	12.0
2003-05-15	Emnid	cdu	48.0
2003-05-15	Emnid	afd	
2003-05-15	Emnid	lin	5.0
2003-05-15	Emnid	son	3.0
2003-05-15	Emnid	fdp	6.0
2003-05-15	Emnid	rep	
2003-05-15	Emnid	pir	
2003-05-15	Emnid	spd	26.0
2003-05-14	Allensbach	gru	11.3
2003-05-14	Allensbach	cdu	43.9
2003-05-14	Allensbach	afd	
2003-05-14	Allensbach	lin	4.2
2003-05-14	Allensbach	son	2.3
2003-05-14	Allensbach	fdp	8.9
2003-05-14	Allensbach	rep	
2003-05-14	Allensbach	pir	
2003-05-14	Allensbach	spd	29.4
2003-05-13	Forsa	gru	12.0
2003-05-13	Forsa	cdu	49.0
2003-05-13	Forsa	afd	
2003-05-13	Forsa	lin	4.0
2003-05-13	Forsa	son	3.0
2003-05-13	Forsa	fdp	6.0
2003-05-13	Forsa	rep	
2003-05-13	Forsa	pir	
2003-05-13	Forsa	spd	26.0
2003-05-09	Infratestdimap	gru	11.0
2003-05-09	Infratestdimap	cdu	47.0
2003-05-09	Infratestdimap	afd	
2003-05-09	Infratestdimap	lin	4.0
2003-05-09	Infratestdimap	son	2.0
2003-05-09	Infratestdimap	fdp	7.0
2003-05-09	Infratestdimap	rep	
2003-05-09	Infratestdimap	pir	
2003-05-09	Infratestdimap	spd	29.0
2003-05-08	Emnid	gru	11.0
2003-05-08	Emnid	cdu	47.0
2003-05-08	Emnid	afd	
2003-05-08	Emnid	lin	5.0
2003-05-08	Emnid	son	3.0
2003-05-08	Emnid	fdp	7.0
2003-05-08	Emnid	rep	
2003-05-08	Emnid	pir	
2003-05-08	Emnid	spd	27.0
2003-05-06	Forsa	gru	12.0
2003-05-06	Forsa	cdu	48.0
2003-05-06	Forsa	afd	
2003-05-06	Forsa	lin	4.0
2003-05-06	Forsa	son	3.0
2003-05-06	Forsa	fdp	6.0
2003-05-06	Forsa	rep	
2003-05-06	Forsa	pir	
2003-05-06	Forsa	spd	27.0
2003-05-02	Infratestdimap	gru	10.0
2003-05-02	Infratestdimap	cdu	48.0
2003-05-02	Infratestdimap	afd	
2003-05-02	Infratestdimap	lin	4.0
2003-05-02	Infratestdimap	son	3.0
2003-05-02	Infratestdimap	fdp	7.0
2003-05-02	Infratestdimap	rep	
2003-05-02	Infratestdimap	pir	
2003-05-02	Infratestdimap	spd	28.0
2003-05-02	FGW	gru	9.0
2003-05-02	FGW	cdu	51.0
2003-05-02	FGW	afd	
2003-05-02	FGW	lin	3.0
2003-05-02	FGW	son	
2003-05-02	FGW	fdp	7.0
2003-05-02	FGW	rep	
2003-05-02	FGW	pir	
2003-05-02	FGW	spd	29.0
2003-05-01	Emnid	gru	11.0
2003-05-01	Emnid	cdu	46.0
2003-05-01	Emnid	afd	
2003-05-01	Emnid	lin	5.0
2003-05-01	Emnid	son	2.0
2003-05-01	Emnid	fdp	7.0
2003-05-01	Emnid	rep	
2003-05-01	Emnid	pir	
2003-05-01	Emnid	spd	29.0
2003-04-29	Forsa	gru	11.0
2003-04-29	Forsa	cdu	46.0
2003-04-29	Forsa	afd	
2003-04-29	Forsa	lin	5.0
2003-04-29	Forsa	son	3.0
2003-04-29	Forsa	fdp	6.0
2003-04-29	Forsa	rep	
2003-04-29	Forsa	pir	
2003-04-29	Forsa	spd	29.0
2003-04-25	Infratestdimap	gru	12.0
2003-04-25	Infratestdimap	cdu	46.0
2003-04-25	Infratestdimap	afd	
2003-04-25	Infratestdimap	lin	3.0
2003-04-25	Infratestdimap	son	3.0
2003-04-25	Infratestdimap	fdp	6.0
2003-04-25	Infratestdimap	rep	
2003-04-25	Infratestdimap	pir	
2003-04-25	Infratestdimap	spd	30.0
2003-04-24	Emnid	gru	10.0
2003-04-24	Emnid	cdu	47.0
2003-04-24	Emnid	afd	
2003-04-24	Emnid	lin	4.0
2003-04-24	Emnid	son	2.0
2003-04-24	Emnid	fdp	7.0
2003-04-24	Emnid	rep	
2003-04-24	Emnid	pir	
2003-04-24	Emnid	spd	30.0
2003-04-23	Forsa	gru	11.0
2003-04-23	Forsa	cdu	45.0
2003-04-23	Forsa	afd	
2003-04-23	Forsa	lin	4.0
2003-04-23	Forsa	son	3.0
2003-04-23	Forsa	fdp	7.0
2003-04-23	Forsa	rep	
2003-04-23	Forsa	pir	
2003-04-23	Forsa	spd	30.0
2003-04-18	Infratestdimap	gru	11.0
2003-04-18	Infratestdimap	cdu	47.0
2003-04-18	Infratestdimap	afd	
2003-04-18	Infratestdimap	lin	4.0
2003-04-18	Infratestdimap	son	3.0
2003-04-18	Infratestdimap	fdp	5.0
2003-04-18	Infratestdimap	rep	
2003-04-18	Infratestdimap	pir	
2003-04-18	Infratestdimap	spd	30.0
2003-04-17	Emnid	gru	10.0
2003-04-17	Emnid	cdu	44.0
2003-04-17	Emnid	afd	
2003-04-17	Emnid	lin	4.0
2003-04-17	Emnid	son	3.0
2003-04-17	Emnid	fdp	7.0
2003-04-17	Emnid	rep	
2003-04-17	Emnid	pir	
2003-04-17	Emnid	spd	32.0
2003-04-17	GMS	gru	12.7
2003-04-17	GMS	cdu	46.7
2003-04-17	GMS	afd	
2003-04-17	GMS	lin	2.3
2003-04-17	GMS	son	2.1
2003-04-17	GMS	fdp	8.3
2003-04-17	GMS	rep	
2003-04-17	GMS	pir	
2003-04-17	GMS	spd	27.9
2003-04-16	Forsa	gru	11.0
2003-04-16	Forsa	cdu	44.0
2003-04-16	Forsa	afd	
2003-04-16	Forsa	lin	3.0
2003-04-16	Forsa	son	3.0
2003-04-16	Forsa	fdp	6.0
2003-04-16	Forsa	rep	
2003-04-16	Forsa	pir	
2003-04-16	Forsa	spd	33.0
2003-04-16	Allensbach	gru	10.4
2003-04-16	Allensbach	cdu	43.6
2003-04-16	Allensbach	afd	
2003-04-16	Allensbach	lin	4.2
2003-04-16	Allensbach	son	2.4
2003-04-16	Allensbach	fdp	8.8
2003-04-16	Allensbach	rep	
2003-04-16	Allensbach	pir	
2003-04-16	Allensbach	spd	30.6
2003-04-11	Infratestdimap	gru	10.0
2003-04-11	Infratestdimap	cdu	46.0
2003-04-11	Infratestdimap	afd	
2003-04-11	Infratestdimap	lin	3.0
2003-04-11	Infratestdimap	son	4.0
2003-04-11	Infratestdimap	fdp	6.0
2003-04-11	Infratestdimap	rep	
2003-04-11	Infratestdimap	pir	
2003-04-11	Infratestdimap	spd	31.0
2003-04-11	FGW	gru	10.0
2003-04-11	FGW	cdu	47.0
2003-04-11	FGW	afd	
2003-04-11	FGW	lin	3.0
2003-04-11	FGW	son	
2003-04-11	FGW	fdp	6.0
2003-04-11	FGW	rep	
2003-04-11	FGW	pir	
2003-04-11	FGW	spd	31.0
2003-04-10	Emnid	gru	11.0
2003-04-10	Emnid	cdu	46.0
2003-04-10	Emnid	afd	
2003-04-10	Emnid	lin	4.0
2003-04-10	Emnid	son	2.0
2003-04-10	Emnid	fdp	6.0
2003-04-10	Emnid	rep	
2003-04-10	Emnid	pir	
2003-04-10	Emnid	spd	31.0
2003-04-09	Forsa	gru	11.0
2003-04-09	Forsa	cdu	44.0
2003-04-09	Forsa	afd	
2003-04-09	Forsa	lin	3.0
2003-04-09	Forsa	son	3.0
