date	inst	party	value
2003-04-09	Forsa	fdp	6.0
2003-04-09	Forsa	rep	
2003-04-09	Forsa	pir	
2003-04-09	Forsa	spd	33.0
2003-04-04	Emnid	gru	11.0
2003-04-04	Emnid	cdu	45.0
2003-04-04	Emnid	afd	
2003-04-04	Emnid	lin	4.0
2003-04-04	Emnid	son	2.0
2003-04-04	Emnid	fdp	6.0
2003-04-04	Emnid	rep	
2003-04-04	Emnid	pir	
2003-04-04	Emnid	spd	32.0
2003-04-04	Infratestdimap	gru	11.0
2003-04-04	Infratestdimap	cdu	45.0
2003-04-04	Infratestdimap	afd	
2003-04-04	Infratestdimap	lin	3.0
2003-04-04	Infratestdimap	son	4.0
2003-04-04	Infratestdimap	fdp	6.0
2003-04-04	Infratestdimap	rep	
2003-04-04	Infratestdimap	pir	
2003-04-04	Infratestdimap	spd	31.0
2003-04-01	Forsa	gru	11.0
2003-04-01	Forsa	cdu	44.0
2003-04-01	Forsa	afd	
2003-04-01	Forsa	lin	3.0
2003-04-01	Forsa	son	3.0
2003-04-01	Forsa	fdp	6.0
2003-04-01	Forsa	rep	
2003-04-01	Forsa	pir	
2003-04-01	Forsa	spd	33.0
2003-03-28	Emnid	gru	11.0
2003-03-28	Emnid	cdu	46.0
2003-03-28	Emnid	afd	
2003-03-28	Emnid	lin	4.0
2003-03-28	Emnid	son	2.0
2003-03-28	Emnid	fdp	7.0
2003-03-28	Emnid	rep	
2003-03-28	Emnid	pir	
2003-03-28	Emnid	spd	30.0
2003-03-28	Infratestdimap	gru	11.0
2003-03-28	Infratestdimap	cdu	46.0
2003-03-28	Infratestdimap	afd	
2003-03-28	Infratestdimap	lin	3.0
2003-03-28	Infratestdimap	son	4.0
2003-03-28	Infratestdimap	fdp	5.0
2003-03-28	Infratestdimap	rep	
2003-03-28	Infratestdimap	pir	
2003-03-28	Infratestdimap	spd	31.0
2003-03-28	FGW	gru	11.0
2003-03-28	FGW	cdu	50.0
2003-03-28	FGW	afd	
2003-03-28	FGW	lin	3.0
2003-03-28	FGW	son	
2003-03-28	FGW	fdp	5.0
2003-03-28	FGW	rep	
2003-03-28	FGW	pir	
2003-03-28	FGW	spd	30.0
2003-03-23	Forsa	gru	11.0
2003-03-23	Forsa	cdu	45.0
2003-03-23	Forsa	afd	
2003-03-23	Forsa	lin	3.0
2003-03-23	Forsa	son	3.0
2003-03-23	Forsa	fdp	6.0
2003-03-23	Forsa	rep	
2003-03-23	Forsa	pir	
2003-03-23	Forsa	spd	32.0
2003-03-21	Emnid	gru	11.0
2003-03-21	Emnid	cdu	48.0
2003-03-21	Emnid	afd	
2003-03-21	Emnid	lin	4.0
2003-03-21	Emnid	son	2.0
2003-03-21	Emnid	fdp	7.0
2003-03-21	Emnid	rep	
2003-03-21	Emnid	pir	
2003-03-21	Emnid	spd	28.0
2003-03-21	Infratestdimap	gru	10.0
2003-03-21	Infratestdimap	cdu	47.0
2003-03-21	Infratestdimap	afd	
2003-03-21	Infratestdimap	lin	4.0
2003-03-21	Infratestdimap	son	4.0
2003-03-21	Infratestdimap	fdp	5.0
2003-03-21	Infratestdimap	rep	
2003-03-21	Infratestdimap	pir	
2003-03-21	Infratestdimap	spd	30.0
2003-03-19	Forsa	gru	11.0
2003-03-19	Forsa	cdu	48.0
2003-03-19	Forsa	afd	
2003-03-19	Forsa	lin	3.0
2003-03-19	Forsa	son	3.0
2003-03-19	Forsa	fdp	6.0
2003-03-19	Forsa	rep	
2003-03-19	Forsa	pir	
2003-03-19	Forsa	spd	29.0
2003-03-19	Allensbach	gru	10.9
2003-03-19	Allensbach	cdu	46.3
2003-03-19	Allensbach	afd	
2003-03-19	Allensbach	lin	4.2
2003-03-19	Allensbach	son	2.4
2003-03-19	Allensbach	fdp	8.8
2003-03-19	Allensbach	rep	
2003-03-19	Allensbach	pir	
2003-03-19	Allensbach	spd	27.4
2003-03-19	GMS	gru	13.0
2003-03-19	GMS	cdu	47.6
2003-03-19	GMS	afd	
2003-03-19	GMS	lin	2.2
2003-03-19	GMS	son	2.1
2003-03-19	GMS	fdp	7.8
2003-03-19	GMS	rep	
2003-03-19	GMS	pir	
2003-03-19	GMS	spd	27.3
2003-03-14	Infratestdimap	gru	11.0
2003-03-14	Infratestdimap	cdu	49.0
2003-03-14	Infratestdimap	afd	
2003-03-14	Infratestdimap	lin	3.0
2003-03-14	Infratestdimap	son	3.0
2003-03-14	Infratestdimap	fdp	6.0
2003-03-14	Infratestdimap	rep	
2003-03-14	Infratestdimap	pir	
2003-03-14	Infratestdimap	spd	28.0
2003-03-14	FGW	gru	10.0
2003-03-14	FGW	cdu	54.0
2003-03-14	FGW	afd	
2003-03-14	FGW	lin	2.0
2003-03-14	FGW	son	
2003-03-14	FGW	fdp	5.0
2003-03-14	FGW	rep	
2003-03-14	FGW	pir	
2003-03-14	FGW	spd	27.0
2003-03-13	Emnid	gru	11.0
2003-03-13	Emnid	cdu	47.0
2003-03-13	Emnid	afd	
2003-03-13	Emnid	lin	4.0
2003-03-13	Emnid	son	4.0
2003-03-13	Emnid	fdp	7.0
2003-03-13	Emnid	rep	
2003-03-13	Emnid	pir	
2003-03-13	Emnid	spd	27.0
2003-03-12	Forsa	gru	11.0
2003-03-12	Forsa	cdu	48.0
2003-03-12	Forsa	afd	
2003-03-12	Forsa	lin	3.0
2003-03-12	Forsa	son	3.0
2003-03-12	Forsa	fdp	6.0
2003-03-12	Forsa	rep	
2003-03-12	Forsa	pir	
2003-03-12	Forsa	spd	29.0
2003-03-07	Infratestdimap	gru	12.0
2003-03-07	Infratestdimap	cdu	49.0
2003-03-07	Infratestdimap	afd	
2003-03-07	Infratestdimap	lin	3.0
2003-03-07	Infratestdimap	son	3.0
2003-03-07	Infratestdimap	fdp	6.0
2003-03-07	Infratestdimap	rep	
2003-03-07	Infratestdimap	pir	
2003-03-07	Infratestdimap	spd	27.0
2003-03-06	Emnid	gru	11.0
2003-03-06	Emnid	cdu	47.0
2003-03-06	Emnid	afd	
2003-03-06	Emnid	lin	4.0
2003-03-06	Emnid	son	3.0
2003-03-06	Emnid	fdp	7.0
2003-03-06	Emnid	rep	
2003-03-06	Emnid	pir	
2003-03-06	Emnid	spd	28.0
2003-03-04	Forsa	gru	11.0
2003-03-04	Forsa	cdu	47.0
2003-03-04	Forsa	afd	
2003-03-04	Forsa	lin	3.0
2003-03-04	Forsa	son	3.0
2003-03-04	Forsa	fdp	6.0
2003-03-04	Forsa	rep	
2003-03-04	Forsa	pir	
2003-03-04	Forsa	spd	30.0
2003-02-28	Emnid	gru	11.0
2003-02-28	Emnid	cdu	47.0
2003-02-28	Emnid	afd	
2003-02-28	Emnid	lin	4.0
2003-02-28	Emnid	son	3.0
2003-02-28	Emnid	fdp	7.0
2003-02-28	Emnid	rep	
2003-02-28	Emnid	pir	
2003-02-28	Emnid	spd	28.0
2003-02-28	Infratestdimap	gru	11.0
2003-02-28	Infratestdimap	cdu	49.0
2003-02-28	Infratestdimap	afd	
2003-02-28	Infratestdimap	lin	4.0
2003-02-28	Infratestdimap	son	2.0
2003-02-28	Infratestdimap	fdp	6.0
2003-02-28	Infratestdimap	rep	
2003-02-28	Infratestdimap	pir	
2003-02-28	Infratestdimap	spd	28.0
2003-02-26	Forsa	gru	12.0
2003-02-26	Forsa	cdu	47.0
2003-02-26	Forsa	afd	
2003-02-26	Forsa	lin	3.0
2003-02-26	Forsa	son	3.0
2003-02-26	Forsa	fdp	6.0
2003-02-26	Forsa	rep	
2003-02-26	Forsa	pir	
2003-02-26	Forsa	spd	29.0
2003-02-21	Infratestdimap	gru	11.0
2003-02-21	Infratestdimap	cdu	49.0
2003-02-21	Infratestdimap	afd	
2003-02-21	Infratestdimap	lin	3.0
2003-02-21	Infratestdimap	son	3.0
2003-02-21	Infratestdimap	fdp	6.0
2003-02-21	Infratestdimap	rep	
2003-02-21	Infratestdimap	pir	
2003-02-21	Infratestdimap	spd	28.0
2003-02-21	FGW	gru	11.0
2003-02-21	FGW	cdu	55.0
2003-02-21	FGW	afd	
2003-02-21	FGW	lin	2.0
2003-02-21	FGW	son	
2003-02-21	FGW	fdp	6.0
2003-02-21	FGW	rep	
2003-02-21	FGW	pir	
2003-02-21	FGW	spd	24.0
2003-02-20	Emnid	gru	11.0
2003-02-20	Emnid	cdu	48.0
2003-02-20	Emnid	afd	
2003-02-20	Emnid	lin	4.0
2003-02-20	Emnid	son	2.0
2003-02-20	Emnid	fdp	7.0
2003-02-20	Emnid	rep	
2003-02-20	Emnid	pir	
2003-02-20	Emnid	spd	28.0
2003-02-19	Forsa	gru	12.0
2003-02-19	Forsa	cdu	48.0
2003-02-19	Forsa	afd	
2003-02-19	Forsa	lin	3.0
2003-02-19	Forsa	son	3.0
2003-02-19	Forsa	fdp	6.0
2003-02-19	Forsa	rep	
2003-02-19	Forsa	pir	
2003-02-19	Forsa	spd	28.0
2003-02-19	Allensbach	gru	9.8
2003-02-19	Allensbach	cdu	47.0
2003-02-19	Allensbach	afd	
2003-02-19	Allensbach	lin	4.2
2003-02-19	Allensbach	son	2.8
2003-02-19	Allensbach	fdp	8.6
2003-02-19	Allensbach	rep	
2003-02-19	Allensbach	pir	
2003-02-19	Allensbach	spd	27.6
2003-02-19	GMS	gru	10.3
2003-02-19	GMS	cdu	48.7
2003-02-19	GMS	afd	
2003-02-19	GMS	lin	2.4
2003-02-19	GMS	son	2.8
2003-02-19	GMS	fdp	8.1
2003-02-19	GMS	rep	
2003-02-19	GMS	pir	
2003-02-19	GMS	spd	27.7
2003-02-14	Infratestdimap	gru	12.0
2003-02-14	Infratestdimap	cdu	49.0
2003-02-14	Infratestdimap	afd	
2003-02-14	Infratestdimap	lin	3.0
2003-02-14	Infratestdimap	son	3.0
2003-02-14	Infratestdimap	fdp	6.0
2003-02-14	Infratestdimap	rep	
2003-02-14	Infratestdimap	pir	
2003-02-14	Infratestdimap	spd	27.0
2003-02-13	Emnid	gru	11.0
2003-02-13	Emnid	cdu	49.0
2003-02-13	Emnid	afd	
2003-02-13	Emnid	lin	4.0
2003-02-13	Emnid	son	2.0
2003-02-13	Emnid	fdp	7.0
2003-02-13	Emnid	rep	
2003-02-13	Emnid	pir	
2003-02-13	Emnid	spd	27.0
2003-02-11	Forsa	gru	12.0
2003-02-11	Forsa	cdu	48.0
2003-02-11	Forsa	afd	
2003-02-11	Forsa	lin	3.0
2003-02-11	Forsa	son	3.0
2003-02-11	Forsa	fdp	7.0
2003-02-11	Forsa	rep	
2003-02-11	Forsa	pir	
2003-02-11	Forsa	spd	27.0
2003-02-07	Infratestdimap	gru	11.0
2003-02-07	Infratestdimap	cdu	49.0
2003-02-07	Infratestdimap	afd	
2003-02-07	Infratestdimap	lin	3.0
2003-02-07	Infratestdimap	son	3.0
2003-02-07	Infratestdimap	fdp	6.0
2003-02-07	Infratestdimap	rep	
2003-02-07	Infratestdimap	pir	
2003-02-07	Infratestdimap	spd	28.0
2003-02-07	FGW	gru	10.0
2003-02-07	FGW	cdu	58.0
2003-02-07	FGW	afd	
2003-02-07	FGW	lin	3.0
2003-02-07	FGW	son	
2003-02-07	FGW	fdp	6.0
2003-02-07	FGW	rep	
2003-02-07	FGW	pir	
2003-02-07	FGW	spd	22.0
2003-02-06	Emnid	gru	10.0
2003-02-06	Emnid	cdu	48.0
2003-02-06	Emnid	afd	
2003-02-06	Emnid	lin	4.0
2003-02-06	Emnid	son	3.0
2003-02-06	Emnid	fdp	6.0
2003-02-06	Emnid	rep	
2003-02-06	Emnid	pir	
2003-02-06	Emnid	spd	29.0
2003-02-04	Forsa	gru	11.0
2003-02-04	Forsa	cdu	49.0
2003-02-04	Forsa	afd	
2003-02-04	Forsa	lin	3.0
2003-02-04	Forsa	son	3.0
2003-02-04	Forsa	fdp	7.0
2003-02-04	Forsa	rep	
2003-02-04	Forsa	pir	
2003-02-04	Forsa	spd	27.0
2003-01-31	Infratestdimap	gru	10.0
2003-01-31	Infratestdimap	cdu	47.0
2003-01-31	Infratestdimap	afd	
2003-01-31	Infratestdimap	lin	3.0
2003-01-31	Infratestdimap	son	3.0
2003-01-31	Infratestdimap	fdp	7.0
2003-01-31	Infratestdimap	rep	
2003-01-31	Infratestdimap	pir	
2003-01-31	Infratestdimap	spd	30.0
2003-01-30	Emnid	gru	10.0
2003-01-30	Emnid	cdu	47.0
2003-01-30	Emnid	afd	
2003-01-30	Emnid	lin	4.0
2003-01-30	Emnid	son	3.0
2003-01-30	Emnid	fdp	6.0
2003-01-30	Emnid	rep	
2003-01-30	Emnid	pir	
2003-01-30	Emnid	spd	30.0
2003-01-29	Forsa	gru	10.0
2003-01-29	Forsa	cdu	47.0
2003-01-29	Forsa	afd	
2003-01-29	Forsa	lin	4.0
2003-01-29	Forsa	son	3.0
2003-01-29	Forsa	fdp	5.0
2003-01-29	Forsa	rep	
2003-01-29	Forsa	pir	
2003-01-29	Forsa	spd	31.0
2003-01-29	Allensbach	gru	8.3
2003-01-29	Allensbach	cdu	45.0
2003-01-29	Allensbach	afd	
2003-01-29	Allensbach	lin	4.4
2003-01-29	Allensbach	son	2.6
2003-01-29	Allensbach	fdp	8.3
2003-01-29	Allensbach	rep	
2003-01-29	Allensbach	pir	
2003-01-29	Allensbach	spd	31.4
2003-01-24	Infratestdimap	gru	10.0
2003-01-24	Infratestdimap	cdu	47.0
2003-01-24	Infratestdimap	afd	
2003-01-24	Infratestdimap	lin	3.0
2003-01-24	Infratestdimap	son	3.0
2003-01-24	Infratestdimap	fdp	7.0
2003-01-24	Infratestdimap	rep	
2003-01-24	Infratestdimap	pir	
2003-01-24	Infratestdimap	spd	30.0
2003-01-24	FGW	gru	10.0
2003-01-24	FGW	cdu	56.0
2003-01-24	FGW	afd	
2003-01-24	FGW	lin	3.0
2003-01-24	FGW	son	
2003-01-24	FGW	fdp	4.0
2003-01-24	FGW	rep	
2003-01-24	FGW	pir	
2003-01-24	FGW	spd	25.0
2003-01-23	Emnid	gru	9.0
2003-01-23	Emnid	cdu	47.0
2003-01-23	Emnid	afd	
2003-01-23	Emnid	lin	4.0
2003-01-23	Emnid	son	3.0
2003-01-23	Emnid	fdp	6.0
2003-01-23	Emnid	rep	
2003-01-23	Emnid	pir	
2003-01-23	Emnid	spd	31.0
2003-01-22	Forsa	gru	11.0
2003-01-22	Forsa	cdu	47.0
2003-01-22	Forsa	afd	
2003-01-22	Forsa	lin	3.0
2003-01-22	Forsa	son	3.0
2003-01-22	Forsa	fdp	5.0
2003-01-22	Forsa	rep	
2003-01-22	Forsa	pir	
2003-01-22	Forsa	spd	31.0
2003-01-17	Infratestdimap	gru	11.0
2003-01-17	Infratestdimap	cdu	47.0
2003-01-17	Infratestdimap	afd	
2003-01-17	Infratestdimap	lin	3.0
2003-01-17	Infratestdimap	son	3.0
2003-01-17	Infratestdimap	fdp	6.0
2003-01-17	Infratestdimap	rep	
2003-01-17	Infratestdimap	pir	
2003-01-17	Infratestdimap	spd	30.0
2003-01-16	Emnid	gru	10.0
2003-01-16	Emnid	cdu	48.0
2003-01-16	Emnid	afd	
2003-01-16	Emnid	lin	4.0
2003-01-16	Emnid	son	3.0
2003-01-16	Emnid	fdp	6.0
2003-01-16	Emnid	rep	
2003-01-16	Emnid	pir	
2003-01-16	Emnid	spd	29.0
2003-01-15	Forsa	gru	10.0
2003-01-15	Forsa	cdu	47.0
2003-01-15	Forsa	afd	
2003-01-15	Forsa	lin	4.0
2003-01-15	Forsa	son	3.0
2003-01-15	Forsa	fdp	5.0
2003-01-15	Forsa	rep	
2003-01-15	Forsa	pir	
2003-01-15	Forsa	spd	31.0
2003-01-10	Infratestdimap	gru	12.0
2003-01-10	Infratestdimap	cdu	48.0
2003-01-10	Infratestdimap	afd	
2003-01-10	Infratestdimap	lin	3.0
2003-01-10	Infratestdimap	son	3.0
2003-01-10	Infratestdimap	fdp	5.0
2003-01-10	Infratestdimap	rep	
2003-01-10	Infratestdimap	pir	
2003-01-10	Infratestdimap	spd	29.0
2003-01-09	Emnid	gru	10.0
2003-01-09	Emnid	cdu	47.0
2003-01-09	Emnid	afd	
2003-01-09	Emnid	lin	4.0
2003-01-09	Emnid	son	3.0
2003-01-09	Emnid	fdp	6.0
2003-01-09	Emnid	rep	
2003-01-09	Emnid	pir	
2003-01-09	Emnid	spd	30.0
2003-01-07	Forsa	gru	11.0
2003-01-07	Forsa	cdu	47.0
2003-01-07	Forsa	afd	
2003-01-07	Forsa	lin	3.0
2003-01-07	Forsa	son	3.0
2003-01-07	Forsa	fdp	5.0
2003-01-07	Forsa	rep	
2003-01-07	Forsa	pir	
2003-01-07	Forsa	spd	31.0
2003-01-03	Emnid	gru	10.0
2003-01-03	Emnid	cdu	48.0
2003-01-03	Emnid	afd	
2003-01-03	Emnid	lin	5.0
2003-01-03	Emnid	son	3.0
2003-01-03	Emnid	fdp	5.0
2003-01-03	Emnid	rep	
2003-01-03	Emnid	pir	
2003-01-03	Emnid	spd	29.0
2003-01-03	Infratestdimap	gru	10.0
2003-01-03	Infratestdimap	cdu	47.0
2003-01-03	Infratestdimap	afd	
2003-01-03	Infratestdimap	lin	4.0
2003-01-03	Infratestdimap	son	3.0
2003-01-03	Infratestdimap	fdp	5.0
2003-01-03	Infratestdimap	rep	
2003-01-03	Infratestdimap	pir	
2003-01-03	Infratestdimap	spd	31.0
2003-01-01	Forsa	gru	11.0
2003-01-01	Forsa	cdu	48.0
2003-01-01	Forsa	afd	
2003-01-01	Forsa	lin	3.0
2003-01-01	Forsa	son	3.0
2003-01-01	Forsa	fdp	5.0
2003-01-01	Forsa	rep	
2003-01-01	Forsa	pir	
2003-01-01	Forsa	spd	30.0
2002-12-20	Infratestdimap	gru	11.0
2002-12-20	Infratestdimap	cdu	47.0
2002-12-20	Infratestdimap	afd	
2002-12-20	Infratestdimap	lin	4.0
2002-12-20	Infratestdimap	son	3.0
2002-12-20	Infratestdimap	fdp	5.0
2002-12-20	Infratestdimap	rep	
2002-12-20	Infratestdimap	pir	
2002-12-20	Infratestdimap	spd	30.0
2002-12-19	Emnid	gru	11.0
2002-12-19	Emnid	cdu	48.0
2002-12-19	Emnid	afd	
2002-12-19	Emnid	lin	4.0
2002-12-19	Emnid	son	3.0
2002-12-19	Emnid	fdp	5.0
2002-12-19	Emnid	rep	
2002-12-19	Emnid	pir	
2002-12-19	Emnid	spd	29.0
2002-12-18	Allensbach	gru	10.5
2002-12-18	Allensbach	cdu	47.6
2002-12-18	Allensbach	afd	
2002-12-18	Allensbach	lin	5.0
2002-12-18	Allensbach	son	3.2
2002-12-18	Allensbach	fdp	7.3
2002-12-18	Allensbach	rep	
2002-12-18	Allensbach	pir	
2002-12-18	Allensbach	spd	26.4
2002-12-17	Forsa	gru	10.0
2002-12-17	Forsa	cdu	48.0
2002-12-17	Forsa	afd	
2002-12-17	Forsa	lin	4.0
2002-12-17	Forsa	son	4.0
2002-12-17	Forsa	fdp	4.0
2002-12-17	Forsa	rep	
2002-12-17	Forsa	pir	
2002-12-17	Forsa	spd	30.0
2002-12-13	FGW	gru	9.0
2002-12-13	FGW	cdu	55.0
2002-12-13	FGW	afd	
2002-12-13	FGW	lin	3.0
2002-12-13	FGW	son	
2002-12-13	FGW	fdp	4.0
2002-12-13	FGW	rep	
2002-12-13	FGW	pir	
2002-12-13	FGW	spd	26.0
2002-12-12	Emnid	gru	10.0
2002-12-12	Emnid	cdu	49.0
2002-12-12	Emnid	afd	
2002-12-12	Emnid	lin	5.0
2002-12-12	Emnid	son	3.0
2002-12-12	Emnid	fdp	5.0
2002-12-12	Emnid	rep	
2002-12-12	Emnid	pir	
2002-12-12	Emnid	spd	28.0
2002-12-12	Infratestdimap	gru	11.0
2002-12-12	Infratestdimap	cdu	47.0
2002-12-12	Infratestdimap	afd	
2002-12-12	Infratestdimap	lin	4.0
2002-12-12	Infratestdimap	son	3.0
2002-12-12	Infratestdimap	fdp	6.0
2002-12-12	Infratestdimap	rep	
2002-12-12	Infratestdimap	pir	
2002-12-12	Infratestdimap	spd	29.0
2002-12-11	Forsa	gru	11.0
2002-12-11	Forsa	cdu	48.0
2002-12-11	Forsa	afd	
2002-12-11	Forsa	lin	4.0
2002-12-11	Forsa	son	4.0
2002-12-11	Forsa	fdp	4.0
2002-12-11	Forsa	rep	
2002-12-11	Forsa	pir	
2002-12-11	Forsa	spd	29.0
2002-12-06	Infratestdimap	gru	12.0
2002-12-06	Infratestdimap	cdu	48.0
2002-12-06	Infratestdimap	afd	
2002-12-06	Infratestdimap	lin	4.0
2002-12-06	Infratestdimap	son	3.0
2002-12-06	Infratestdimap	fdp	5.0
2002-12-06	Infratestdimap	rep	
2002-12-06	Infratestdimap	pir	
2002-12-06	Infratestdimap	spd	28.0
2002-12-05	Emnid	gru	10.0
2002-12-05	Emnid	cdu	49.0
2002-12-05	Emnid	afd	
2002-12-05	Emnid	lin	5.0
2002-12-05	Emnid	son	3.0
2002-12-05	Emnid	fdp	5.0
2002-12-05	Emnid	rep	
2002-12-05	Emnid	pir	
2002-12-05	Emnid	spd	28.0
2002-12-04	Forsa	gru	11.0
2002-12-04	Forsa	cdu	50.0
2002-12-04	Forsa	afd	
2002-12-04	Forsa	lin	4.0
2002-12-04	Forsa	son	4.0
2002-12-04	Forsa	fdp	4.0
2002-12-04	Forsa	rep	
2002-12-04	Forsa	pir	
2002-12-04	Forsa	spd	27.0
2002-12-01	GMS	gru	11.4
2002-12-01	GMS	cdu	48.3
2002-12-01	GMS	afd	
2002-12-01	GMS	lin	2.9
2002-12-01	GMS	son	2.7
2002-12-01	GMS	fdp	6.3
2002-12-01	GMS	rep	
2002-12-01	GMS	pir	
2002-12-01	GMS	spd	28.4
2002-11-29	Infratestdimap	gru	11.0
2002-11-29	Infratestdimap	cdu	48.0
2002-11-29	Infratestdimap	afd	
2002-11-29	Infratestdimap	lin	4.0
2002-11-29	Infratestdimap	son	2.0
2002-11-29	Infratestdimap	fdp	5.0
2002-11-29	Infratestdimap	rep	
2002-11-29	Infratestdimap	pir	
2002-11-29	Infratestdimap	spd	30.0
2002-11-28	Emnid	gru	10.0
2002-11-28	Emnid	cdu	50.0
2002-11-28	Emnid	afd	
2002-11-28	Emnid	lin	4.0
2002-11-28	Emnid	son	3.0
2002-11-28	Emnid	fdp	5.0
2002-11-28	Emnid	rep	
2002-11-28	Emnid	pir	
2002-11-28	Emnid	spd	28.0
2002-11-27	Forsa	gru	10.0
2002-11-27	Forsa	cdu	50.0
2002-11-27	Forsa	afd	
2002-11-27	Forsa	lin	4.0
2002-11-27	Forsa	son	3.0
2002-11-27	Forsa	fdp	5.0
2002-11-27	Forsa	rep	
2002-11-27	Forsa	pir	
2002-11-27	Forsa	spd	28.0
2002-11-21	Emnid	gru	10.0
2002-11-21	Emnid	cdu	48.0
2002-11-21	Emnid	afd	
2002-11-21	Emnid	lin	4.0
2002-11-21	Emnid	son	3.0
2002-11-21	Emnid	fdp	6.0
2002-11-21	Emnid	rep	
2002-11-21	Emnid	pir	
2002-11-21	Emnid	spd	29.0
2002-11-21	Infratestdimap	gru	11.0
2002-11-21	Infratestdimap	cdu	48.0
2002-11-21	Infratestdimap	afd	
2002-11-21	Infratestdimap	lin	4.0
2002-11-21	Infratestdimap	son	3.0
2002-11-21	Infratestdimap	fdp	4.0
2002-11-21	Infratestdimap	rep	
2002-11-21	Infratestdimap	pir	
2002-11-21	Infratestdimap	spd	30.0
2002-11-20	Forsa	gru	10.0
2002-11-20	Forsa	cdu	48.0
2002-11-20	Forsa	afd	
2002-11-20	Forsa	lin	4.0
2002-11-20	Forsa	son	4.0
2002-11-20	Forsa	fdp	4.0
2002-11-20	Forsa	rep	
2002-11-20	Forsa	pir	
2002-11-20	Forsa	spd	30.0
2002-11-15	Allensbach	gru	9.4
2002-11-15	Allensbach	cdu	44.1
2002-11-15	Allensbach	afd	
2002-11-15	Allensbach	lin	4.0
2002-11-15	Allensbach	son	3.4
2002-11-15	Allensbach	fdp	6.8
2002-11-15	Allensbach	rep	
2002-11-15	Allensbach	pir	
2002-11-15	Allensbach	spd	32.3
2002-11-15	Infratestdimap	gru	10.0
2002-11-15	Infratestdimap	cdu	46.0
2002-11-15	Infratestdimap	afd	
2002-11-15	Infratestdimap	lin	4.0
2002-11-15	Infratestdimap	son	3.0
2002-11-15	Infratestdimap	fdp	5.0
2002-11-15	Infratestdimap	rep	
2002-11-15	Infratestdimap	pir	
2002-11-15	Infratestdimap	spd	32.0
2002-11-15	FGW	gru	9.0
2002-11-15	FGW	cdu	55.0
2002-11-15	FGW	afd	
2002-11-15	FGW	lin	3.0
2002-11-15	FGW	son	
2002-11-15	FGW	fdp	5.0
2002-11-15	FGW	rep	
2002-11-15	FGW	pir	
2002-11-15	FGW	spd	26.0
2002-11-14	Emnid	gru	9.0
2002-11-14	Emnid	cdu	46.0
2002-11-14	Emnid	afd	
2002-11-14	Emnid	lin	5.0
2002-11-14	Emnid	son	3.0
2002-11-14	Emnid	fdp	5.0
2002-11-14	Emnid	rep	
2002-11-14	Emnid	pir	
2002-11-14	Emnid	spd	32.0
2002-11-13	Forsa	gru	10.0
2002-11-13	Forsa	cdu	46.0
2002-11-13	Forsa	afd	
2002-11-13	Forsa	lin	4.0
2002-11-13	Forsa	son	3.0
2002-11-13	Forsa	fdp	5.0
2002-11-13	Forsa	rep	
2002-11-13	Forsa	pir	
2002-11-13	Forsa	spd	32.0
2002-11-07	Emnid	gru	10.0
2002-11-07	Emnid	cdu	44.0
2002-11-07	Emnid	afd	
2002-11-07	Emnid	lin	4.0
2002-11-07	Emnid	son	3.0
2002-11-07	Emnid	fdp	5.0
2002-11-07	Emnid	rep	
2002-11-07	Emnid	pir	
2002-11-07	Emnid	spd	34.0
2002-11-07	Infratestdimap	gru	10.0
2002-11-07	Infratestdimap	cdu	44.0
2002-11-07	Infratestdimap	afd	
2002-11-07	Infratestdimap	lin	4.0
2002-11-07	Infratestdimap	son	3.0
2002-11-07	Infratestdimap	fdp	5.0
2002-11-07	Infratestdimap	rep	
2002-11-07	Infratestdimap	pir	
2002-11-07	Infratestdimap	spd	34.0
2002-11-06	Forsa	gru	10.0
2002-11-06	Forsa	cdu	45.0
2002-11-06	Forsa	afd	
2002-11-06	Forsa	lin	4.0
2002-11-06	Forsa	son	3.0
2002-11-06	Forsa	fdp	5.0
2002-11-06	Forsa	rep	
2002-11-06	Forsa	pir	
2002-11-06	Forsa	spd	33.0
2002-11-01	Infratestdimap	gru	9.0
2002-11-01	Infratestdimap	cdu	43.0
2002-11-01	Infratestdimap	afd	
2002-11-01	Infratestdimap	lin	4.0
2002-11-01	Infratestdimap	son	3.0
2002-11-01	Infratestdimap	fdp	6.0
2002-11-01	Infratestdimap	rep	
2002-11-01	Infratestdimap	pir	
2002-11-01	Infratestdimap	spd	35.0
2002-10-31	Emnid	gru	10.0
2002-10-31	Emnid	cdu	42.0
2002-10-31	Emnid	afd	
2002-10-31	Emnid	lin	4.0
2002-10-31	Emnid	son	4.0
2002-10-31	Emnid	fdp	5.0
2002-10-31	Emnid	rep	
2002-10-31	Emnid	pir	
2002-10-31	Emnid	spd	35.0
2002-10-30	Forsa	gru	10.0
2002-10-30	Forsa	cdu	43.0
2002-10-30	Forsa	afd	
2002-10-30	Forsa	lin	3.0
2002-10-30	Forsa	son	3.0
2002-10-30	Forsa	fdp	6.0
2002-10-30	Forsa	rep	
2002-10-30	Forsa	pir	
2002-10-30	Forsa	spd	35.0
2002-10-25	Infratestdimap	gru	10.0
2002-10-25	Infratestdimap	cdu	41.0
2002-10-25	Infratestdimap	afd	
2002-10-25	Infratestdimap	lin	4.0
2002-10-25	Infratestdimap	son	3.0
2002-10-25	Infratestdimap	fdp	6.0
2002-10-25	Infratestdimap	rep	
2002-10-25	Infratestdimap	pir	
